method,episode_id,family,case_type,error_bucket,retrieval_score,guard_score,action_score,intent_family_score,bonus,base_score,specificity,final_score,fire_threshold,predicted_state,predicted_contract_id,success,failure_type
PACTFull_current,controlled_research_ideation_011_near_miss,research_ideation,near_miss,other,0.26111648393354675,0.0,0.21650635094610968,1.0,0.0,0.31524307167007415,0.26111648393354675,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_012_near_miss,research_ideation,near_miss,other,0.09090909090909091,0.0,0.07537783614444091,1.0,0.0,0.10975354994520115,0.09090909090909091,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_013_near_miss,research_ideation,near_miss,other,0.18181818181818182,0.0,0.15075567228888181,0.0,0.0,0.2195070998904023,0.18181818181818182,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_014_near_miss,research_ideation,near_miss,other,0.10050378152592121,0.0,0.08333333333333333,1.0,0.0,0.12133711485925454,0.10050378152592121,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_015_near_miss,research_ideation,near_miss,other,0.08703882797784893,0.0,0.07216878364870323,0.0,0.0,0.10508102389002473,0.08703882797784893,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_016_near_miss,research_ideation,near_miss,other,0.21081851067789195,0.21081851067789195,0.07905694150420949,0.0,0.0,0.3149101503251011,0.21081851067789195,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_017_wrong_scope,research_ideation,wrong_scope,other,0.08362420100070908,0.0,0.06933752452815364,0.0,0.0,0.1009585821327475,0.08362420100070908,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_018_wrong_scope,research_ideation,wrong_scope,other,0.08362420100070908,0.0,0.06933752452815364,0.0,0.22,0.1009585821327475,0.08362420100070908,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_019_wrong_scope,research_ideation,wrong_scope,other,0.08703882797784893,0.0,0.07216878364870323,0.0,0.0,0.10508102389002473,0.08703882797784893,0.10508102389002473,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_020_wrong_scope,research_ideation,wrong_scope,other,0.09090909090909091,0.0,0.07537783614444091,0.0,0.0,0.10975354994520115,0.09090909090909091,0.10975354994520115,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_021_already_satisfied,research_ideation,already_satisfied,other,0.21938172723813917,0.0,0.24253562503633297,1.0,0.0,0.2800156334972224,0.24253562503633297,0.92,0.14,already_satisfied,research_prior_work,True,success
PACTFull_current,controlled_research_ideation_022_already_satisfied,research_ideation,already_satisfied,other,0.1556997888323046,0.0,0.12909944487358055,0.0,0.0,0.18797465005069974,0.1556997888323046,0.92,0.14,already_satisfied,research_prior_work,True,success
PACTFull_current,controlled_research_ideation_023_already_satisfied,research_ideation,already_satisfied,other,0.0778498944161523,0.0,0.06454972243679027,0.0,0.0,0.09398732502534987,0.0778498944161523,0.92,0.14,already_satisfied,research_prior_work,True,success
PACTFull_current,controlled_research_ideation_024_conflict,research_ideation,conflict,other,0.1781741612749496,0.1781741612749496,0.2004459314343183,1.0,0.0,0.299555308643509,0.2004459314343183,0.9,0.14,conflict,research_prior_work,True,success
PACTFull_current,controlled_research_ideation_025_conflict,research_ideation,conflict,other,0.1556997888323046,0.0,0.19364916731037085,0.0,0.0,0.2041120806598973,0.19364916731037085,0.9,0.14,conflict,research_prior_work,True,success
PACTFull_current,controlled_research_ideation_026_conflict,research_ideation,conflict,other,0.08362420100070908,0.0,0.06933752452815364,1.0,0.0,0.1009585821327475,0.08362420100070908,0.9,0.14,conflict,research_prior_work,True,success
PACTFull_current,controlled_research_ideation_027_contract_swap,research_ideation,contract_swap,false_fire_contract_swap,0.09245003270420485,0.09245003270420485,0.0,0.0,0.22,0.1294300457858868,0.09245003270420485,0.34943004578588677,0.14,fire,nut_safety,False,wrong_contract_false_fire
PACTFull_current,controlled_research_ideation_028_contract_swap,research_ideation,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_029_contract_swap,research_ideation,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_research_ideation_030_contract_swap,research_ideation,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_001_direct_trigger,food_safety,direct_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_002_direct_trigger,food_safety,direct_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_003_direct_trigger,food_safety,direct_trigger,true_fire,0.1091089451179962,0.09622504486493763,0.0,0.0,0.0,0.14759896306397124,0.1091089451179962,0.14759896306397124,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_004_direct_trigger,food_safety,direct_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.45999999999999996,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_005_indirect_trigger,food_safety,indirect_trigger,missed_indirect_trigger,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.01,0.14,suppress,none,False,wrong_contract_action
PACTFull_current,controlled_food_safety_006_indirect_trigger,food_safety,indirect_trigger,missed_indirect_trigger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.14,suppress,none,False,wrong_contract_action
PACTFull_current,controlled_food_safety_007_indirect_trigger,food_safety,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_008_indirect_trigger,food_safety,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_009_indirect_trigger,food_safety,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_010_indirect_trigger,food_safety,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,nut_safety,True,success
PACTFull_current,controlled_food_safety_011_near_miss,food_safety,near_miss,other,0.21081851067789195,0.0,0.15339299776947407,0.0,0.0,0.24916676012026046,0.21081851067789195,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_012_near_miss,food_safety,near_miss,other,0.0,0.0,0.08084520834544433,0.0,0.0,0.020211302086361082,0.08084520834544433,0.020211302086361082,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_013_near_miss,food_safety,near_miss,other,0.10482848367219183,0.09245003270420485,0.0,0.0,0.0,0.14180849675387378,0.10482848367219183,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_014_near_miss,food_safety,near_miss,other,0.10540925533894598,0.0,0.15339299776947407,0.0,0.0,0.1437575047813145,0.15339299776947407,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_015_near_miss,food_safety,near_miss,other,0.10050378152592121,0.0,0.07312724241271307,0.0,0.0,0.11878559212909948,0.10050378152592121,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_016_near_miss,food_safety,near_miss,other,0.11952286093343936,0.10540925533894598,0.07669649888473704,0.0,0.0,0.180860687790202,0.11952286093343936,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_017_wrong_scope,food_safety,wrong_scope,other,0.11396057645963795,0.10050378152592121,0.07312724241271307,0.0,0.22,0.17244389967318471,0.11396057645963795,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_018_wrong_scope,food_safety,wrong_scope,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_019_wrong_scope,food_safety,wrong_scope,other,0.10050378152592121,0.0,0.07312724241271307,0.0,0.0,0.11878559212909948,0.10050378152592121,0.11878559212909948,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_020_wrong_scope,food_safety,wrong_scope,other,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_021_already_satisfied,food_safety,already_satisfied,other,0.305887645160749,0.0,0.2225659536298629,1.0,0.0,0.36152913356821476,0.305887645160749,0.92,0.14,already_satisfied,nut_safety,True,success
PACTFull_current,controlled_food_safety_022_already_satisfied,food_safety,already_satisfied,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.92,0.14,already_satisfied,nut_safety,True,success
PACTFull_current,controlled_food_safety_023_already_satisfied,food_safety,already_satisfied,other,0.08606629658238704,0.08606629658238704,0.0,0.0,0.0,0.12049281521534186,0.08606629658238704,0.92,0.14,already_satisfied,nut_safety,True,success
PACTFull_current,controlled_food_safety_024_conflict,food_safety,conflict,conflict_fire,0.0890870806374748,0.0,0.06482037235521644,1.0,0.22,0.1052921737262789,0.0890870806374748,0.3562050930888041,0.14,fire,nut_safety,False,behavioral_conflict_without_detection
PACTFull_current,controlled_food_safety_025_conflict,food_safety,conflict,conflict_fire,0.17213259316477408,0.0,0.1252448582170299,0.0,0.22,0.20344380771903156,0.17213259316477408,0.42344380771903156,0.14,fire,nut_safety,False,behavioral_conflict_without_detection
PACTFull_current,controlled_food_safety_026_conflict,food_safety,conflict,other,0.0,0.0,0.06726727939963124,1.0,0.0,0.01681681984990781,0.06726727939963124,0.01681681984990781,0.14,suppress,none,False,conflict_failure
PACTFull_current,controlled_food_safety_027_contract_swap,food_safety,contract_swap,other,0.08362420100070908,0.0,0.06933752452815364,0.0,0.22,0.1009585821327475,0.08362420100070908,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_028_contract_swap,food_safety,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_029_contract_swap,food_safety,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_food_safety_030_contract_swap,food_safety,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_001_direct_trigger,code_security,direct_trigger,true_fire,0.2279211529192759,0.20100756305184242,0.0,1.0,0.22,0.3083241781400129,0.2279211529192759,0.5404030252207369,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_002_direct_trigger,code_security,direct_trigger,true_fire,0.11396057645963795,0.10050378152592121,0.0,0.0,0.22,0.15416208907000645,0.11396057645963795,0.3802015126103685,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_003_direct_trigger,code_security,direct_trigger,true_fire,0.3418817293789138,0.10050378152592121,0.2727272727272727,1.0,0.22,0.45026506017110046,0.3418817293789138,0.6702650601711004,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_004_direct_trigger,code_security,direct_trigger,missed_fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,False,wrong_contract_action
PACTFull_current,controlled_code_security_005_indirect_trigger,code_security,indirect_trigger,true_fire,0.1781741612749496,0.07856742013183861,0.0,1.0,0.22,0.20960112932768504,0.1781741612749496,0.49142696805273545,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_006_indirect_trigger,code_security,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.45999999999999996,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_007_indirect_trigger,code_security,indirect_trigger,true_fire,0.11952286093343936,0.0,0.09534625892455924,1.0,0.22,0.14335942566457918,0.11952286093343936,0.3638365647311398,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_008_indirect_trigger,code_security,indirect_trigger,true_fire,0.09759000729485333,0.08606629658238704,0.0,0.0,0.22,0.13201652592780816,0.09759000729485333,0.37442651863295484,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_009_indirect_trigger,code_security,indirect_trigger,true_fire,0.09622504486493763,0.09622504486493763,0.0,0.0,0.22,0.1347150628109127,0.09622504486493763,0.49849001794597503,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_010_indirect_trigger,code_security,indirect_trigger,true_fire,0.10101525445522107,0.0890870806374748,0.0,1.0,0.22,0.13665008671021098,0.10101525445522107,0.49563483225498994,0.14,fire,flask_auth_security,True,success
PACTFull_current,controlled_code_security_011_near_miss,code_security,near_miss,other,0.11952286093343936,0.0,0.09534625892455924,1.0,0.0,0.14335942566457918,0.11952286093343936,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_012_near_miss,code_security,near_miss,other,0.10540925533894598,0.10540925533894598,0.0,0.0,0.0,0.14757295747452437,0.10540925533894598,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_013_near_miss,code_security,near_miss,other,0.2279211529192759,0.0,0.0,0.0,0.0,0.2279211529192759,0.2279211529192759,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_014_near_miss,code_security,near_miss,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_015_near_miss,code_security,near_miss,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_016_near_miss,code_security,near_miss,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_017_wrong_scope,code_security,wrong_scope,other,0.1889822365046136,0.08333333333333333,0.07537783614444091,0.0,0.22,0.24116002887405716,0.1889822365046136,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_018_wrong_scope,code_security,wrong_scope,other,0.11952286093343936,0.0,0.0,0.0,0.0,0.11952286093343936,0.11952286093343936,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_019_wrong_scope,code_security,wrong_scope,other,0.1091089451179962,0.0,0.0,0.0,0.0,0.1091089451179962,0.1091089451179962,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_020_wrong_scope,code_security,wrong_scope,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_021_already_satisfied,code_security,already_satisfied,other,0.2672612419124244,0.07856742013183861,0.2842676218074806,1.0,0.0,0.36975511541703,0.2842676218074806,0.92,0.14,already_satisfied,flask_auth_security,True,success
PACTFull_current,controlled_code_security_022_already_satisfied,code_security,already_satisfied,other,0.18333969940564226,0.0,0.14625448482542613,1.0,0.0,0.2199033206119988,0.18333969940564226,0.92,0.14,already_satisfied,flask_auth_security,True,success
PACTFull_current,controlled_code_security_023_already_satisfied,code_security,already_satisfied,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.92,0.14,already_satisfied,flask_auth_security,True,success
PACTFull_current,controlled_code_security_024_conflict,code_security,conflict,other,0.10101525445522107,0.0,0.08058229640253803,0.0,0.0,0.12116082855585558,0.10101525445522107,0.9,0.14,conflict,flask_auth_security,True,success
PACTFull_current,controlled_code_security_025_conflict,code_security,conflict,conflict_fire,0.1091089451179962,0.09622504486493763,0.08703882797784893,1.0,0.22,0.16935867005843347,0.1091089451179962,0.5202497249404373,0.14,fire,flask_auth_security,False,behavioral_conflict_without_detection
PACTFull_current,controlled_code_security_026_conflict,code_security,conflict,other,0.2773500981126145,0.2773500981126145,0.08362420100070908,0.0,0.0,0.4091961876078376,0.2773500981126145,0.9,0.14,conflict,flask_auth_security,True,success
PACTFull_current,controlled_code_security_027_contract_swap,code_security,contract_swap,other,0.07106690545187015,0.0,0.05892556509887897,0.0,0.0,0.0857982967265899,0.07106690545187015,0.0857982967265899,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_028_contract_swap,code_security,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_029_contract_swap,code_security,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_code_security_030_contract_swap,code_security,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_001_direct_trigger,travel_planning,direct_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_002_direct_trigger,travel_planning,direct_trigger,true_fire,0.11396057645963795,0.0,0.09090909090909091,1.0,0.22,0.13668784918691068,0.11396057645963795,0.35668784918691065,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_003_direct_trigger,travel_planning,direct_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_004_direct_trigger,travel_planning,direct_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_005_indirect_trigger,travel_planning,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.57,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_006_indirect_trigger,travel_planning,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.45999999999999996,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_007_indirect_trigger,travel_planning,indirect_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.45999999999999996,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_008_indirect_trigger,travel_planning,indirect_trigger,missed_indirect_trigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,False,wrong_contract_action
PACTFull_current,controlled_travel_planning_009_indirect_trigger,travel_planning,indirect_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.45999999999999996,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_010_indirect_trigger,travel_planning,indirect_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.57,0.14,fire,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_011_near_miss,travel_planning,near_miss,other,0.11785113019775793,0.0,0.10050378152592121,1.0,0.0,0.14297707557923822,0.11785113019775793,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_012_near_miss,travel_planning,near_miss,other,0.10540925533894598,0.10540925533894598,0.0,1.0,0.0,0.14757295747452437,0.10540925533894598,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_013_near_miss,travel_planning,near_miss,other,0.10482848367219183,0.09245003270420485,0.08362420100070908,1.0,0.0,0.16271454700405105,0.10482848367219183,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_014_near_miss,travel_planning,near_miss,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_015_near_miss,travel_planning,near_miss,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_016_near_miss,travel_planning,near_miss,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_017_wrong_scope,travel_planning,wrong_scope,other,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_018_wrong_scope,travel_planning,wrong_scope,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_019_wrong_scope,travel_planning,wrong_scope,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_020_wrong_scope,travel_planning,wrong_scope,false_fire_wrong_scope,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,entry_constraints,False,false_trigger
PACTFull_current,controlled_travel_planning_021_already_satisfied,travel_planning,already_satisfied,other,0.25,0.15713484026367722,0.21320071635561044,1.0,0.0,0.3661541151943735,0.25,0.92,0.14,already_satisfied,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_022_already_satisfied,travel_planning,already_satisfied,other,0.17677669529663687,0.08333333333333333,0.15075567228888181,1.0,0.0,0.24779894670219066,0.17677669529663687,0.92,0.14,already_satisfied,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_023_already_satisfied,travel_planning,already_satisfied,other,0.09759000729485333,0.08606629658238704,0.0778498944161523,1.0,0.0,0.15147899953184624,0.09759000729485333,0.92,0.14,already_satisfied,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_024_conflict,travel_planning,conflict,conflict_fire,0.09805806756909202,0.09245003270420485,0.08362420100070908,1.0,0.22,0.15594413090095124,0.09805806756909202,0.37594413090095125,0.14,fire,entry_constraints,False,behavioral_conflict_without_detection
PACTFull_current,controlled_travel_planning_025_conflict,travel_planning,conflict,other,0.0944911182523068,0.0,0.08058229640253803,1.0,0.0,0.1146366923529413,0.0944911182523068,0.9,0.14,conflict,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_026_conflict,travel_planning,conflict,other,0.19611613513818404,0.1849000654084097,0.16724840200141816,1.0,0.0,0.3118882618019025,0.19611613513818404,0.9,0.14,conflict,entry_constraints,True,success
PACTFull_current,controlled_travel_planning_027_contract_swap,travel_planning,contract_swap,other,0.07537783614444091,0.0,0.0625,0.0,0.0,0.09100283614444091,0.07537783614444091,0.09100283614444091,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_028_contract_swap,travel_planning,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_029_contract_swap,travel_planning,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_travel_planning_030_contract_swap,travel_planning,contract_swap,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_medical_caution_001_direct_trigger,medical_caution,direct_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_002_direct_trigger,medical_caution,direct_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_003_direct_trigger,medical_caution,direct_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_004_direct_trigger,medical_caution,direct_trigger,true_fire,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_005_indirect_trigger,medical_caution,indirect_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_006_indirect_trigger,medical_caution,indirect_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_007_indirect_trigger,medical_caution,indirect_trigger,true_fire,0.08770580193070293,0.0,0.0,1.0,0.22,0.08770580193070293,0.08770580193070293,0.45999999999999996,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_008_indirect_trigger,medical_caution,indirect_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_009_indirect_trigger,medical_caution,indirect_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_010_indirect_trigger,medical_caution,indirect_trigger,true_fire,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.33999999999999997,0.14,fire,health_uncertainty,True,success
PACTFull_current,controlled_medical_caution_011_near_miss,medical_caution,near_miss,other,0.09534625892455924,0.0,0.0,0.0,0.0,0.09534625892455924,0.09534625892455924,0.01,0.14,suppress,none,True,success
PACTFull_current,controlled_medical_caution_012_near_miss,medical_caution,near_miss,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,suppress,none,True,success
