episode_id,family,case_type,set_type,top5_contracts,top5_scores,NULL_score,selected_contract,selected_state,top_minus_null,top_minus_second,gold_rank,gold_minus_top,null_margin_pass,contract_margin_pass,success
controlled_research_ideation_015_near_miss,research_ideation,near_miss,controlled,research_prior_work|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,-0.0680|-0.2120|-0.2120|-0.2120,0.42,NULL,suppress,-0.48799795614668057,0.14400204385331938,0,0.48799795614668057,False,True,True
controlled_research_ideation_016_near_miss,research_ideation,near_miss,controlled,research_prior_work|benchmark_contribution_role|verify_current_facts|schedule_conflict_check,0.0080|-0.1490|-0.2120|-0.2120,0.38,NULL,suppress,-0.37204228611998114,0.15695771388001886,0,0.37204228611998114,False,True,True
controlled_research_ideation_017_wrong_scope,research_ideation,wrong_scope,controlled,research_prior_work|verify_current_facts|cs_major_selectivity|schedule_conflict_check,-0.1921|-0.2513|-0.2676|-0.3320,0.5,NULL,suppress,-0.6920780683548735,0.05920399921753877,0,0.6920780683548735,False,True,True
controlled_research_ideation_018_wrong_scope,research_ideation,wrong_scope,controlled,legal_policy_uncertainty|research_prior_work|verify_current_facts|cs_major_selectivity,0.1480|-0.2272|-0.3320|-0.3320,0.3,NULL,suppress,-0.15199999999999997,0.37520023277517134,0,0.15199999999999997,False,True,True
controlled_research_ideation_019_wrong_scope,research_ideation,wrong_scope,controlled,legal_policy_uncertainty|research_prior_work|cs_major_selectivity|analysis_hygiene,0.1480|-0.1046|-0.1450|-0.2120,0.08,NULL,suppress,0.06800000000000002,0.2525542638973772,0,-0.06800000000000002,False,True,True
controlled_research_ideation_020_wrong_scope,research_ideation,wrong_scope,controlled,legal_policy_uncertainty|research_prior_work|nut_safety|analysis_hygiene,0.1480|-0.1016|-0.1820|-0.2120,0.08,NULL,suppress,0.06800000000000002,0.249555226130293,0,-0.06800000000000002,False,True,True
controlled_research_ideation_021_already_satisfied,research_ideation,already_satisfied,controlled,research_prior_work|nut_safety|flask_auth_security|analysis_hygiene,0.4017|-0.0820|-0.1120|-0.1120,-0.08,research_prior_work,already_satisfied,0.4817373738233851,0.4837373738233851,1,0.0,True,True,True
controlled_research_ideation_022_already_satisfied,research_ideation,already_satisfied,controlled,research_prior_work|nut_safety|flask_auth_security|entry_constraints,0.0335|-0.0820|-0.1120|-0.1120,-0.08,NULL,suppress,0.11349583990944034,0.11549583990944035,1,0.0,False,True,True
controlled_research_ideation_023_already_satisfied,research_ideation,already_satisfied,controlled,research_prior_work|health_uncertainty|flask_auth_security|entry_constraints,0.1939|0.1380|0.1080|0.1080,0.039999999999999994,research_prior_work,already_satisfied,0.15393143770552986,0.05593143770552986,1,0.0,True,True,True
controlled_research_ideation_024_conflict,research_ideation,conflict,controlled,research_prior_work|health_uncertainty|plain_professional_email|entry_constraints,0.4830|0.0111|0.0107|-0.0466,-0.08,research_prior_work,conflict,0.5629802361462388,0.47184538325906944,1,0.0,True,True,True
controlled_research_ideation_025_conflict,research_ideation,conflict,controlled,research_prior_work|health_uncertainty|plain_professional_email|benchmark_contribution_role,0.0666|0.0009|-0.0169|-0.0920,-0.08,NULL,suppress,0.14655978520428398,0.06568954847284905,1,0.0,False,True,False
controlled_research_ideation_026_conflict,research_ideation,conflict,controlled,research_prior_work|benchmark_contribution_role|schedule_conflict_check|plain_professional_email,0.3428|0.0650|-0.0920|-0.0920,-0.08,research_prior_work,conflict,0.4227997672248287,0.2778216127075095,1,0.0,True,True,True
controlled_research_ideation_027_contract_swap,research_ideation,contract_swap,controlled,nut_safety,-0.0838,0.12,NULL,suppress,-0.20375647939635094,998.9162435206036,0,0.20375647939635094,False,True,True
controlled_research_ideation_028_contract_swap,research_ideation,contract_swap,controlled,flask_auth_security,-0.1720,0.2,NULL,suppress,-0.372,998.828,0,0.372,False,True,True
controlled_research_ideation_029_contract_swap,research_ideation,contract_swap,controlled,entry_constraints,-0.1720,0.12,NULL,suppress,-0.2919999999999999,998.828,0,0.2919999999999999,False,True,True
controlled_research_ideation_030_contract_swap,research_ideation,contract_swap,controlled,health_uncertainty,-0.1420,0.12,NULL,suppress,-0.262,998.858,0,0.262,False,True,True
controlled_food_safety_001_direct_trigger,food_safety,direct_trigger,controlled,nut_safety|health_uncertainty|flask_auth_security|entry_constraints,-0.1420|-0.1820|-0.2120|-0.2120,0.2,NULL,suppress,-0.34199999999999997,0.04000000000000001,1,0.0,False,True,False
controlled_food_safety_002_direct_trigger,food_safety,direct_trigger,controlled,health_uncertainty|nut_safety|plain_professional_email|entry_constraints,-0.1105|-0.1420|-0.2120|-0.2120,0.0,NULL,suppress,-0.11045804216496015,0.03154195783503984,2,-0.03154195783503984,False,True,False
controlled_food_safety_003_direct_trigger,food_safety,direct_trigger,controlled,nut_safety|health_uncertainty|plain_professional_email|benchmark_contribution_role,-0.0310|-0.1820|-0.2120|-0.2120,0.08,NULL,suppress,-0.11104309969696038,0.15095690030303963,1,0.0,False,True,False
controlled_food_safety_004_direct_trigger,food_safety,direct_trigger,controlled,nut_safety|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,-0.1420|-0.2120|-0.2120|-0.2120,0.12,NULL,suppress,-0.262,0.06999999999999998,1,0.0,False,True,False
controlled_food_safety_005_indirect_trigger,food_safety,indirect_trigger,controlled,nut_safety|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,-0.2620|-0.3320|-0.3320|-0.3320,0.42,NULL,suppress,-0.6819999999999999,0.06999999999999995,1,0.0,False,True,False
controlled_food_safety_006_indirect_trigger,food_safety,indirect_trigger,controlled,nut_safety|cs_major_selectivity|verify_current_facts|schedule_conflict_check,0.1880|-0.1500|-0.2120|-0.2120,0.0,nut_safety,fire,0.18800000000000003,0.3379516317700457,1,0.0,True,True,True
controlled_food_safety_007_indirect_trigger,food_safety,indirect_trigger,controlled,legal_policy_uncertainty|nut_safety|verify_current_facts|cs_major_selectivity,0.1480|-0.1420|-0.2120|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.29000000000000004,2,-0.29000000000000004,False,True,False
controlled_food_safety_008_indirect_trigger,food_safety,indirect_trigger,controlled,legal_policy_uncertainty|nut_safety|cs_major_selectivity|analysis_hygiene,0.1480|-0.1420|-0.2120|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.29000000000000004,2,-0.29000000000000004,False,True,False
controlled_food_safety_009_indirect_trigger,food_safety,indirect_trigger,controlled,legal_policy_uncertainty|research_prior_work|nut_safety|analysis_hygiene,0.1480|-0.1416|-0.1420|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.289555226130293,3,-0.29000000000000004,False,True,False
controlled_food_safety_010_indirect_trigger,food_safety,indirect_trigger,controlled,nut_safety|research_prior_work|flask_auth_security|analysis_hygiene,-0.1420|-0.1496|-0.1559|-0.2120,0.12,NULL,suppress,-0.262,0.007557381872236535,1,0.0,False,True,False
controlled_food_safety_011_near_miss,food_safety,near_miss,controlled,nut_safety|research_prior_work|entry_constraints|flask_auth_security,-0.0189|-0.1381|-0.1456|-0.2120,0.38,NULL,suppress,-0.39889275458144696,0.11922414327665881,0,0.39889275458144696,False,True,True
controlled_food_safety_012_near_miss,food_safety,near_miss,controlled,nut_safety|health_uncertainty|flask_auth_security|entry_constraints,-0.0907|-0.1820|-0.2120|-0.2120,0.08,NULL,suppress,-0.1707430714217802,0.09125692857821982,0,0.1707430714217802,False,True,True
controlled_food_safety_013_near_miss,food_safety,near_miss,controlled,nut_safety|health_uncertainty|plain_professional_email|entry_constraints,-0.0354|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.4153960584152349,0.14660394158476506,0,0.4153960584152349,False,True,True
controlled_food_safety_014_near_miss,food_safety,near_miss,controlled,nut_safety|health_uncertainty|plain_professional_email|benchmark_contribution_role,-0.0442|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.42419097586279403,0.137809024137206,0,0.42419097586279403,False,True,True
controlled_food_safety_015_near_miss,food_safety,near_miss,controlled,nut_safety|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,-0.0827|-0.2120|-0.2120|-0.2120,0.38,NULL,suppress,-0.4627027688997065,0.12929723110029348,0,0.4627027688997065,False,True,True
controlled_food_safety_016_near_miss,food_safety,near_miss,controlled,nut_safety|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,-0.0052|-0.2120|-0.2120|-0.2120,0.38,NULL,suppress,-0.38519740415841736,0.20680259584158261,0,0.38519740415841736,False,True,True
controlled_food_safety_017_wrong_scope,food_safety,wrong_scope,controlled,nut_safety|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.1316|-0.3320|-0.3320|-0.3320,0.38,NULL,suppress,-0.5115638427533663,0.20043615724663366,0,0.5115638427533663,False,True,True
controlled_food_safety_018_wrong_scope,food_safety,wrong_scope,controlled,legal_policy_uncertainty|nut_safety|verify_current_facts|cs_major_selectivity,0.1480|-0.2620|-0.3320|-0.3320,0.38,NULL,suppress,-0.23199999999999998,0.41000000000000003,0,0.23199999999999998,False,True,True
controlled_food_safety_019_wrong_scope,food_safety,wrong_scope,controlled,legal_policy_uncertainty|nut_safety|cs_major_selectivity|analysis_hygiene,0.1480|-0.0827|-0.2120|-0.2120,0.08,NULL,suppress,0.06800000000000002,0.2307027688997065,0,-0.06800000000000002,False,True,True
controlled_food_safety_020_wrong_scope,food_safety,wrong_scope,controlled,legal_policy_uncertainty|research_prior_work|nut_safety|analysis_hygiene,0.1480|-0.2581|-0.2620|-0.3320,0.38,NULL,suppress,-0.23199999999999998,0.4061168978581058,0,0.23199999999999998,False,True,True
controlled_food_safety_021_already_satisfied,food_safety,already_satisfied,controlled,nut_safety|flask_auth_security|research_prior_work|analysis_hygiene,0.4255|-0.0706|-0.1120|-0.1120,-0.08,nut_safety,already_satisfied,0.5055478976822941,0.49618143529394965,1,0.0,True,True,True
controlled_food_safety_022_already_satisfied,food_safety,already_satisfied,controlled,nut_safety|research_prior_work|flask_auth_security|entry_constraints,0.2880|-0.1120|-0.1120|-0.1120,-0.08,nut_safety,already_satisfied,0.36800000000000005,0.4,1,0.0,True,True,True
controlled_food_safety_023_already_satisfied,food_safety,already_satisfied,controlled,nut_safety|health_uncertainty|flask_auth_security|entry_constraints,0.2322|0.1380|0.1080|0.1080,0.039999999999999994,nut_safety,already_satisfied,0.1922217668469039,0.09422176684690386,1,0.0,True,True,True
controlled_food_safety_024_conflict,food_safety,conflict,controlled,nut_safety|health_uncertainty|plain_professional_email|entry_constraints,0.2406|-0.1820|-0.2120|-0.2120,0.0,nut_safety,fire,0.24056137757611015,0.4225613775761101,1,0.0,True,True,False
controlled_food_safety_025_conflict,food_safety,conflict,controlled,nut_safety|health_uncertainty|plain_professional_email|benchmark_contribution_role,-0.0338|-0.1820|-0.2120|-0.2120,0.0,NULL,suppress,-0.03377621142728549,0.1482237885727145,1,0.0,False,True,False
controlled_food_safety_026_conflict,food_safety,conflict,controlled,nut_safety|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,0.2306|-0.2120|-0.2120|-0.2120,0.0,nut_safety,fire,0.23064834251036162,0.44264834251036156,1,0.0,True,True,False
controlled_food_safety_027_contract_swap,food_safety,contract_swap,controlled,research_prior_work,-0.2272,0.42,NULL,suppress,-0.6472002327751714,998.7727997672248,0,0.6472002327751714,False,True,True
controlled_food_safety_028_contract_swap,food_safety,contract_swap,controlled,flask_auth_security,-0.1720,0.12,NULL,suppress,-0.2919999999999999,998.828,0,0.2919999999999999,False,True,True
controlled_food_safety_029_contract_swap,food_safety,contract_swap,controlled,entry_constraints,-0.1720,0.12,NULL,suppress,-0.2919999999999999,998.828,0,0.2919999999999999,False,True,True
controlled_food_safety_030_contract_swap,food_safety,contract_swap,controlled,health_uncertainty,-0.1420,0.12,NULL,suppress,-0.262,998.858,0,0.262,False,True,True
controlled_code_security_001_direct_trigger,code_security,direct_trigger,controlled,flask_auth_security|nut_safety|health_uncertainty|entry_constraints,0.3520|-0.1820|-0.1820|-0.2120,0.0,flask_auth_security,fire,0.35200900188061174,0.5340090018806117,1,0.0,True,True,True
controlled_code_security_002_direct_trigger,code_security,direct_trigger,controlled,flask_auth_security|health_uncertainty|plain_professional_email|entry_constraints,-0.0561|-0.1820|-0.2120|-0.2120,0.0,NULL,suppress,-0.05610929729882084,0.12589070270117916,1,0.0,False,True,False
controlled_code_security_003_direct_trigger,code_security,direct_trigger,controlled,flask_auth_security|health_uncertainty|plain_professional_email|benchmark_contribution_role,0.3922|-0.1820|-0.2120|-0.2120,0.08,flask_auth_security,fire,0.3121682306081428,0.5741682306081428,1,0.0,True,True,True
controlled_code_security_004_direct_trigger,code_security,direct_trigger,controlled,flask_auth_security|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,-0.1720|-0.2120|-0.2120|-0.2120,0.2,NULL,suppress,-0.372,0.04000000000000001,1,0.0,False,True,False
controlled_code_security_005_indirect_trigger,code_security,indirect_trigger,controlled,flask_auth_security|benchmark_contribution_role|verify_current_facts|schedule_conflict_check,0.2968|-0.1308|-0.1434|-0.1434,0.0,flask_auth_security,fire,0.2968320253723936,0.4276668987614052,1,0.0,True,True,True
controlled_code_security_006_indirect_trigger,code_security,indirect_trigger,controlled,flask_auth_security|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.1720|-0.2120|-0.2120|-0.2120,0.12,NULL,suppress,-0.2919999999999999,0.04000000000000001,1,0.0,False,True,False
controlled_code_security_007_indirect_trigger,code_security,indirect_trigger,controlled,flask_auth_security|legal_policy_uncertainty|verify_current_facts|cs_major_selectivity,0.2464|-0.1820|-0.2120|-0.2120,0.08,flask_auth_security,fire,0.16640703177072758,0.4284070317707276,1,0.0,True,True,True
controlled_code_security_008_indirect_trigger,code_security,indirect_trigger,controlled,legal_policy_uncertainty|flask_auth_security|analysis_hygiene|cs_major_selectivity,0.1480|-0.0728|-0.1309|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.22075713133989458,2,-0.22075713133989458,False,True,False
controlled_code_security_009_indirect_trigger,code_security,indirect_trigger,controlled,legal_policy_uncertainty|flask_auth_security|research_prior_work|analysis_hygiene,0.1480|-0.1114|-0.1446|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.2593782217350893,2,-0.2593782217350893,False,True,False
controlled_code_security_010_indirect_trigger,code_security,indirect_trigger,controlled,flask_auth_security|research_prior_work|nut_safety|analysis_hygiene,0.2607|-0.1496|-0.1820|-0.2120,0.0,flask_auth_security,fire,0.26072612850901317,0.41028351038124966,1,0.0,True,True,True
controlled_code_security_011_near_miss,code_security,near_miss,controlled,flask_auth_security|research_prior_work|nut_safety|entry_constraints,0.2966|-0.1381|-0.1820|-0.2120,0.38,NULL,suppress,-0.08339336663722796,0.4347235312208778,0,0.08339336663722796,False,True,True
controlled_code_security_012_near_miss,code_security,near_miss,controlled,flask_auth_security|nut_safety|health_uncertainty|entry_constraints,-0.1056|-0.1820|-0.1820|-0.2120,0.38,NULL,suppress,-0.485592169136464,0.07640783086353597,0,0.485592169136464,False,True,True
controlled_code_security_013_near_miss,code_security,near_miss,controlled,flask_auth_security|health_uncertainty|plain_professional_email|entry_constraints,-0.0343|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.41427311577390413,0.14772688422609587,0,0.41427311577390413,False,True,True
controlled_code_security_014_near_miss,code_security,near_miss,controlled,flask_auth_security|health_uncertainty|plain_professional_email|benchmark_contribution_role,-0.1720|-0.1820|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.010000000000000037,0,0.6719999999999999,False,True,True
controlled_code_security_015_near_miss,code_security,near_miss,controlled,plain_professional_email|flask_auth_security|schedule_conflict_check|benchmark_contribution_role,-0.1243|-0.1720|-0.2120|-0.2120,0.38,NULL,suppress,-0.5042503561260788,0.04774964387392118,0,0.5042503561260788,False,True,True
controlled_code_security_016_near_miss,code_security,near_miss,controlled,flask_auth_security|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,-0.1720|-0.2120|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.04000000000000001,0,0.6719999999999999,False,True,True
controlled_code_security_017_wrong_scope,code_security,wrong_scope,controlled,flask_auth_security|schedule_conflict_check|verify_current_facts|cs_major_selectivity,-0.1246|-0.2660|-0.3320|-0.3320,0.3,NULL,suppress,-0.4246162589541753,0.14141973570958083,0,0.4246162589541753,False,True,True
controlled_code_security_018_wrong_scope,code_security,wrong_scope,controlled,legal_policy_uncertainty|flask_auth_security|verify_current_facts|cs_major_selectivity,0.1480|-0.2000|-0.3320|-0.3320,0.38,NULL,suppress,-0.23199999999999998,0.3479673970812517,0,0.23199999999999998,False,True,True
controlled_code_security_019_wrong_scope,code_security,wrong_scope,controlled,legal_policy_uncertainty|flask_auth_security|cs_major_selectivity|analysis_hygiene,0.1480|-0.2080|-0.3320|-0.3320,0.38,NULL,suppress,-0.23199999999999998,0.35598611225914295,0,0.23199999999999998,False,True,True
controlled_code_security_020_wrong_scope,code_security,wrong_scope,controlled,legal_policy_uncertainty|research_prior_work|flask_auth_security|analysis_hygiene,0.1480|-0.2616|-0.2920|-0.3320,0.38,NULL,suppress,-0.23199999999999998,0.409555226130293,0,0.23199999999999998,False,True,True
controlled_code_security_021_already_satisfied,code_security,already_satisfied,controlled,flask_auth_security|nut_safety|research_prior_work|analysis_hygiene,0.4395|-0.0356|-0.1120|-0.1120,-0.08,flask_auth_security,already_satisfied,0.51947490902923,0.4751201311514452,1,0.0,True,True,True
controlled_code_security_022_already_satisfied,code_security,already_satisfied,controlled,flask_auth_security|nut_safety|research_prior_work|entry_constraints,0.3577|-0.0820|-0.1120|-0.1120,-0.08,flask_auth_security,already_satisfied,0.4377214146687548,0.4397214146687548,1,0.0,True,True,True
controlled_code_security_023_already_satisfied,code_security,already_satisfied,controlled,flask_auth_security|nut_safety|health_uncertainty|entry_constraints,0.2580|-0.0820|-0.0820|-0.1120,-0.08,flask_auth_security,already_satisfied,0.338,0.34,1,0.0,True,True,True
controlled_code_security_024_conflict,code_security,conflict,controlled,flask_auth_security|health_uncertainty|plain_professional_email|entry_constraints,0.0227|-0.0620|-0.0920|-0.0920,-0.08,NULL,suppress,0.10271757904894951,0.0847175790489495,1,0.0,False,True,False
controlled_code_security_025_conflict,code_security,conflict,controlled,flask_auth_security|health_uncertainty|plain_professional_email|benchmark_contribution_role,0.2656|-0.1820|-0.2120|-0.2120,0.0,flask_auth_security,fire,0.2656472218003548,0.4476472218003548,1,0.0,True,True,False
controlled_code_security_026_conflict,code_security,conflict,controlled,flask_auth_security|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,0.1525|-0.0420|-0.0920|-0.0920,-0.08,flask_auth_security,fire,0.23253411750623343,0.19452450304599647,1,0.0,True,True,False
controlled_code_security_027_contract_swap,code_security,contract_swap,controlled,research_prior_work,-0.0871,0.12,NULL,suppress,-0.20708268678426925,998.9129173132158,0,0.20708268678426925,False,True,True
controlled_code_security_028_contract_swap,code_security,contract_swap,controlled,nut_safety,-0.1420,0.12,NULL,suppress,-0.262,998.858,0,0.262,False,True,True
controlled_code_security_029_contract_swap,code_security,contract_swap,controlled,entry_constraints,-0.1720,0.2,NULL,suppress,-0.372,998.828,0,0.372,False,True,True
controlled_code_security_030_contract_swap,code_security,contract_swap,controlled,health_uncertainty,-0.1420,0.12,NULL,suppress,-0.262,998.858,0,0.262,False,True,True
controlled_travel_planning_001_direct_trigger,travel_planning,direct_trigger,controlled,entry_constraints|nut_safety|health_uncertainty|flask_auth_security,0.1580|-0.1820|-0.1820|-0.2120,0.0,entry_constraints,fire,0.158,0.33999999999999997,1,0.0,True,True,True
controlled_travel_planning_002_direct_trigger,travel_planning,direct_trigger,controlled,entry_constraints|health_uncertainty|plain_professional_email|flask_auth_security,0.2874|-0.1820|-0.2120|-0.2120,0.0,entry_constraints,fire,0.28741433488074186,0.46941433488074186,1,0.0,True,True,True
controlled_travel_planning_003_direct_trigger,travel_planning,direct_trigger,controlled,entry_constraints|health_uncertainty|plain_professional_email|benchmark_contribution_role,0.1580|-0.1820|-0.2120|-0.2120,0.0,entry_constraints,fire,0.158,0.33999999999999997,1,0.0,True,True,True
controlled_travel_planning_004_direct_trigger,travel_planning,direct_trigger,controlled,entry_constraints|schedule_conflict_check|plain_professional_email|benchmark_contribution_role,0.1580|-0.1280|-0.2120|-0.2120,0.0,entry_constraints,fire,0.158,0.28598611225914294,1,0.0,True,True,True
controlled_travel_planning_005_indirect_trigger,travel_planning,indirect_trigger,controlled,entry_constraints|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,-0.1720|-0.2120|-0.2120|-0.2120,0.12,NULL,suppress,-0.2919999999999999,0.04000000000000001,1,0.0,False,True,False
controlled_travel_planning_006_indirect_trigger,travel_planning,indirect_trigger,controlled,entry_constraints|verify_current_facts|schedule_conflict_check|cs_major_selectivity,-0.1720|-0.2120|-0.2120|-0.2120,0.12,NULL,suppress,-0.2919999999999999,0.04000000000000001,1,0.0,False,True,False
controlled_travel_planning_007_indirect_trigger,travel_planning,indirect_trigger,controlled,entry_constraints|legal_policy_uncertainty|verify_current_facts|cs_major_selectivity,0.1580|-0.1820|-0.2120|-0.2120,0.0,entry_constraints,fire,0.158,0.33999999999999997,1,0.0,True,True,True
controlled_travel_planning_008_indirect_trigger,travel_planning,indirect_trigger,controlled,legal_policy_uncertainty|entry_constraints|cs_major_selectivity|analysis_hygiene,0.1480|-0.1720|-0.2120|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.31999999999999995,2,-0.31999999999999995,False,True,False
controlled_travel_planning_009_indirect_trigger,travel_planning,indirect_trigger,controlled,legal_policy_uncertainty|research_prior_work|entry_constraints|analysis_hygiene,0.1480|-0.1517|-0.1720|-0.2120,0.0,NULL,suppress,0.14800000000000002,0.29967469971280947,3,-0.31999999999999995,False,True,False
controlled_travel_planning_010_indirect_trigger,travel_planning,indirect_trigger,controlled,entry_constraints|research_prior_work|nut_safety|analysis_hygiene,0.1580|-0.1416|-0.1820|-0.2120,0.0,entry_constraints,fire,0.158,0.29955522613029295,1,0.0,True,True,True
controlled_travel_planning_011_near_miss,travel_planning,near_miss,controlled,entry_constraints|research_prior_work|nut_safety|flask_auth_security,0.2453|-0.1341|-0.1820|-0.2120,0.38,NULL,suppress,-0.13469005540554504,0.3794303168053714,0,0.13469005540554504,False,True,True
controlled_travel_planning_012_near_miss,travel_planning,near_miss,controlled,entry_constraints|nut_safety|health_uncertainty|flask_auth_security,0.2244|-0.1820|-0.1820|-0.2120,0.38,NULL,suppress,-0.155592169136464,0.406407830863536,0,0.155592169136464,False,True,True
controlled_travel_planning_013_near_miss,travel_planning,near_miss,controlled,entry_constraints|health_uncertainty|plain_professional_email|flask_auth_security,0.3029|-0.1820|-0.2120|-0.2120,0.38,NULL,suppress,-0.0770701169659801,0.4849298830340199,0,0.0770701169659801,False,True,True
controlled_travel_planning_014_near_miss,travel_planning,near_miss,controlled,entry_constraints|health_uncertainty|plain_professional_email|benchmark_contribution_role,-0.1720|-0.1820|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.010000000000000037,0,0.6719999999999999,False,True,True
controlled_travel_planning_015_near_miss,travel_planning,near_miss,controlled,plain_professional_email|entry_constraints|schedule_conflict_check|benchmark_contribution_role,-0.1243|-0.1720|-0.2120|-0.2120,0.08,NULL,suppress,-0.20425035612607878,0.04774964387392118,0,0.20425035612607878,False,True,True
controlled_travel_planning_016_near_miss,travel_planning,near_miss,controlled,entry_constraints|verify_current_facts|schedule_conflict_check|benchmark_contribution_role,-0.1720|-0.2120|-0.2120|-0.2120,0.5,NULL,suppress,-0.6719999999999999,0.04000000000000001,0,0.6719999999999999,False,True,True
